pk,gid,seas,wk,team,sck,saf,blk,ints,frcv,tdd,tdret,allow_0,allow_1-6,allow_7-13,allow_14-20,allow_21-27,allow_28-34,allow_35+,f_pts
2892&SD,2892,2010,16,SD,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
2893&ATL,2893,2010,16,ATL,1.0,0,0,2,0,1,0,0,0,0,1,0,0,0,12.0
2893&NO,2893,2010,16,NO,1.0,0,0,0,2,0,0,0,0,0,1,0,0,0,6.0
2894&MIN,2894,2010,16,MIN,6.0,0,0,1,2,1,0,0,0,0,1,0,0,0,19.0
2894&PHI,2894,2010,16,PHI,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0
2922&NO,2922,2011,1,NO,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0
2922&GB,2922,2011,1,GB,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0
2923&ATL,2923,2011,1,ATL,4.0,0,0,1,0,1,0,0,0,0,0,0,1,0,11.0
2923&CHI,2923,2011,1,CHI,4.0,0,0,1,2,1,0,0,0,1,0,0,0,0,20.0
2924&HOU,2924,2011,1,HOU,3.0,0,0,0,2,0,0,0,0,1,0,0,0,0,11.0
2924&IND,2924,2011,1,IND,1.0,0,0,2,1,0,0,0,0,0,0,0,1,0,6.0
2925&BUF,2925,2011,1,BUF,2.0,0,0,1,2,0,0,0,0,1,0,0,0,0,12.0
2925&KC,2925,2011,1,KC,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.0
2926&JAC,2926,2011,1,JAC,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.0
2926&TEN,2926,2011,1,TEN,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0
2927&CIN,2927,2011,1,CIN,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.0
2927&CLE,2927,2011,1,CLE,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
2928&STL,2928,2011,1,STL,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0
2928&PHI,2928,2011,1,PHI,5.0,0,0,0,1,1,0,0,0,1,0,0,0,0,17.0
2929&BAL,2929,2011,1,BAL,4.0,0,0,3,4,0,0,0,0,1,0,0,0,0,22.0
2929&PIT,2929,2011,1,PIT,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0
2930&TB,2930,2011,1,TB,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,8.0
2930&DET,2930,2011,1,DET,2.0,0,0,1,1,0,0,0,0,0,1,0,0,0,7.0
2931&MIN,2931,2011,1,MIN,2.0,0,0,2,0,0,0,0,0,0,0,1,0,0,6.0
2931&SD,2931,2011,1,SD,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.0
2932&NYG,2932,2011,1,NYG,4.0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.0
2932&WAS,2932,2011,1,WAS,4.0,0,1,1,0,1,0,0,0,0,1,0,0,0,16.0
2933&CAR,2933,2011,1,CAR,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.0
2933&ARI,2933,2011,1,ARI,4.0,0,0,1,0,0,1,0,0,0,0,1,0,0,12.0
2934&SF,2934,2011,1,SF,5.0,0,0,1,2,0,0,0,0,0,1,0,0,0,12.0
2934&SEA,2934,2011,1,SEA,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0
2935&NYJ,2935,2011,1,NYJ,4.0,0,1,1,2,1,0,0,0,0,0,1,0,0,19.0
2935&DAL,2935,2011,1,DAL,4.0,0,0,1,1,0,0,0,0,0,0,1,0,0,8.0
2936&NE,2936,2011,1,NE,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.0
2936&MIA,2936,2011,1,MIA,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.0
2937&OAK,2937,2011,1,OAK,4.0,0,0,1,2,0,0,0,0,0,1,0,0,0,11.0
2937&DEN,2937,2011,1,DEN,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0
2938&SEA,2938,2011,2,SEA,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
2938&PIT,2938,2011,2,PIT,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.0
2939&TEN,2939,2011,2,TEN,3.0,0,0,2,1,0,0,0,0,1,0,0,0,0,13.0
2939&BAL,2939,2011,2,BAL,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.0
2940&NYJ,2940,2011,2,NYJ,2.0,1,0,4,0,0,0,0,1,0,0,0,0,0,21.0
2940&JAC,2940,2011,2,JAC,1.0,0,0,2,0,0,0,0,0,0,0,0,1,0,4.0
2941&ARI,2941,2011,2,ARI,1.0,0,1,2,0,0,0,0,0,0,0,1,0,0,8.0
2941&WAS,2941,2011,2,WAS,3.0,0,0,1,1,0,0,0,0,0,0,1,0,0,7.0
2942&BUF,2942,2011,2,BUF,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0
2942&OAK,2942,2011,2,OAK,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,2.0
2943&MIN,2943,2011,2,MIN,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0
2943&TB,2943,2011,2,TB,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0
2944&NO,2944,2011,2,NO,6.0,0,0,0,1,0,0,0,0,1,0,0,0,0,12.0
2944&CHI,2944,2011,2,CHI,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0
2945&GB,2945,2011,2,GB,4.0,0,0,3,1,0,0,0,0,0,0,1,0,0,12.0
2945&CAR,2945,2011,2,CAR,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0
2946&IND,2946,2011,2,IND,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0
2946&CLE,2946,2011,2,CLE,2.0,0,0,1,1,0,0,0,0,0,1,0,0,0,7.0
2947&KC,2947,2011,2,KC,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2.0
2947&DET,2947,2011,2,DET,2.0,0,0,3,2,0,0,0,1,0,0,0,0,0,19.0
2948&SF,2948,2011,2,SF,1.0,0,0,2,0,0,0,0,0,0,0,1,0,0,5.0
2948&DAL,2948,2011,2,DAL,6.0,0,0,1,0,0,0,0,0,0,0,1,0,0,8.0
2949&CIN,2949,2011,2,CIN,2.0,0,0,0,2,0,0,0,0,0,0,1,0,0,6.0
2949&DEN,2949,2011,2,DEN,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
2950&MIA,2950,2011,2,MIA,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
2950&HOU,2950,2011,2,HOU,2.0,0,1,1,1,0,0,0,0,1,0,0,0,0,13.0
2951&NE,2951,2011,2,NE,2.0,0,0,2,2,0,0,0,0,0,0,1,0,0,10.0
2951&SD,2951,2011,2,SD,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0
2952&ATL,2952,2011,2,ATL,0.0,0,0,1,2,0,0,0,0,0,0,0,1,0,5.0
2952&PHI,2952,2011,2,PHI,4.0,0,0,2,0,0,0,0,0,0,0,0,0,1,4.0
2953&STL,2953,2011,2,STL,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0
2953&NYG,2953,2011,2,NYG,2.0,0,0,0,2,1,0,0,0,0,1,0,0,0,13.0
2954&JAC,2954,2011,3,JAC,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2954&CAR,2954,2011,3,CAR,2.0,1,0,1,0,0,0,0,0,1,0,0,0,0,12.0
2955&TEN,2955,2011,3,TEN,1.0,0,0,2,0,0,0,0,0,0,1,0,0,0,6.0
2955&DEN,2955,2011,3,DEN,2.0,0,0,0,2,0,0,0,0,0,1,0,0,0,7.0
2956&HOU,2956,2011,3,HOU,2.0,0,0,2,0,0,0,0,0,0,0,0,0,1,2.0
2956&NO,2956,2011,3,NO,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.0
2957&DET,2957,2011,3,DET,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.0
2957&MIN,2957,2011,3,MIN,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0
2958&PHI,2958,2011,3,PHI,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0
2958&NYG,2958,2011,3,NYG,2.0,0,0,3,0,0,0,0,0,0,1,0,0,0,9.0
2959&BUF,2959,2011,3,BUF,0.0,0,0,4,0,1,0,0,0,0,0,0,1,0,13.0
2959&NE,2959,2011,3,NE,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,3.0
2960&CLE,2960,2011,3,CLE,5.0,0,0,1,1,0,0,0,0,0,1,0,0,0,10.0
2960&MIA,2960,2011,3,MIA,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0
2961&SF,2961,2011,3,SF,1.0,0,0,2,0,0,0,0,0,1,0,0,0,0,9.0
2961&CIN,2961,2011,3,CIN,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.0
2962&NYJ,2962,2011,3,NYJ,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2962&OAK,2962,2011,3,OAK,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.0
2963&BAL,2963,2011,3,BAL,5.0,0,0,1,1,1,0,0,0,1,0,0,0,0,19.0
2963&STL,2963,2011,3,STL,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0
2964&SD,2964,2011,3,SD,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,4.0
2964&KC,2964,2011,3,KC,2.0,0,0,2,0,0,0,0,0,0,1,0,0,0,7.0
2965&TB,2965,2011,3,TB,4.0,0,0,1,2,0,0,0,0,1,0,0,0,0,14.0
2965&ATL,2965,2011,3,ATL,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0,5.0
2966&CHI,2966,2011,3,CHI,2.0,0,0,1,1,0,0,0,0,0,0,1,0,0,6.0
2966&GB,2966,2011,3,GB,3.0,0,0,2,0,0,0,0,0,0,1,0,0,0,8.0
2967&ARI,2967,2011,3,ARI,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,12.0
2967&SEA,2967,2011,3,SEA,3.0,0,0,2,0,0,0,0,0,1,0,0,0,0,11.0
2968&IND,2968,2011,3,IND,3.0,0,0,1,2,1,0,0,0,0,0,1,0,0,15.0
2968&PIT,2968,2011,3,PIT,1.0,0,0,0,1,1,0,0,0,0,1,0,0,0,10.0
2969&DAL,2969,2011,3,DAL,3.0,0,1,1,1,0,0,0,0,0,1,0,0,0,11.0
2969&WAS,2969,2011,3,WAS,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,6.0
2970&DAL,2970,2011,4,DAL,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0
2970&DET,2970,2011,4,DET,1.0,0,0,3,0,2,0,0,0,0,0,0,1,0,18.0
2971&CHI,2971,2011,4,CHI,0.0,0,1,1,0,1,0,0,0,0,0,0,1,0,10.0
2971&CAR,2971,2011,4,CAR,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0
2972&NO,2972,2011,4,NO,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,9.0
2972&JAC,2972,2011,4,JAC,3.0,0,0,2,0,0,0,0,0,0,0,1,0,0,7.0
2973&TEN,2973,2011,4,TEN,4.0,0,0,1,0,1,0,0,0,1,0,0,0,0,16.0
2973&CLE,2973,2011,4,CLE,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0
2974&CIN,2974,2011,4,CIN,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
2974&BUF,2974,2011,4,BUF,2.0,0,0,2,0,1,0,0,0,0,0,1,0,0,12.0
2975&KC,2975,2011,4,KC,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.0
2975&MIN,2975,2011,4,MIN,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
2976&SF,2976,2011,4,SF,2.0,0,0,1,2,0,0,0,0,0,0,1,0,0,8.0
2976&PHI,2976,2011,4,PHI,3.0,0,1,0,1,0,0,0,0,0,0,1,0,0,8.0
2977&WAS,2977,2011,4,WAS,6.0,0,0,0,1,0,0,0,0,1,0,0,0,0,12.0
2977&STL,2977,2011,4,STL,0.0,0,0,2,1,0,0,0,0,0,1,0,0,0,7.0
2978&HOU,2978,2011,4,HOU,5.0,0,1,1,1,0,0,0,0,1,0,0,0,0,16.0
2978&PIT,2978,2011,4,PIT,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2979&ATL,2979,2011,4,ATL,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,3.0
2979&SEA,2979,2011,4,SEA,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0
2980&ARI,2980,2011,4,ARI,1.0,0,0,0,2,0,0,0,0,0,0,0,1,0,4.0
2980&NYG,2980,2011,4,NYG,4.0,0,0,1,1,0,0,0,0,0,0,1,0,0,8.0
2981&GB,2981,2011,4,GB,1.0,0,0,3,1,1,0,0,0,0,0,1,0,0,15.0
2981&DEN,2981,2011,4,DEN,2.0,0,0,2,0,0,0,0,0,0,0,0,0,1,2.0
2982&NE,2982,2011,4,NE,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0,5.0
2982&OAK,2982,2011,4,OAK,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2983&MIA,2983,2011,4,MIA,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
2983&SD,2983,2011,4,SD,3.0,0,0,2,0,0,0,0,0,0,1,0,0,0,8.0
2984&NYJ,2984,2011,4,NYJ,2.0,0,0,1,2,1,0,0,0,0,0,0,1,0,13.0
2984&BAL,2984,2011,4,BAL,2.0,0,0,1,3,3,0,0,0,0,1,0,0,0,29.0
2985&TB,2985,2011,4,TB,4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,7.0
2985&IND,2985,2011,4,IND,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0
2986&NO,2986,2011,5,NO,1.0,0,1,1,0,0,0,0,0,0,0,1,0,0,6.0
2986&CAR,2986,2011,5,CAR,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.0
2987&BUF,2987,2011,5,BUF,0.0,0,0,4,1,1,0,0,0,0,0,1,0,0,16.0
2987&PHI,2987,2011,5,PHI,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0
2988&NYG,2988,2011,5,NYG,6.0,0,0,1,2,0,0,0,0,0,0,0,0,1,8.0
2988&SEA,2988,2011,5,SEA,3.0,1,0,3,2,1,0,0,0,0,0,1,0,0,23.0
2989&CIN,2989,2011,5,CIN,3.0,0,0,0,2,1,0,0,0,0,1,0,0,0,14.0
2989&JAC,2989,2011,5,JAC,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.0
2990&KC,2990,2011,5,KC,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
2990&IND,2990,2011,5,IND,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
2991&PIT,2991,2011,5,PIT,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.0
2991&TEN,2991,2011,5,TEN,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,2.0
2992&MIN,2992,2011,5,MIN,4.0,0,0,3,1,0,0,0,0,1,0,0,0,0,16.0
2992&ARI,2992,2011,5,ARI,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0
2993&HOU,2993,2011,5,HOU,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.0
2993&OAK,2993,2011,5,OAK,3.0,0,0,2,0,0,0,0,0,0,1,0,0,0,8.0
2994&SF,2994,2011,5,SF,3.0,0,0,2,1,1,0,0,1,0,0,0,0,0,22.0
2994&TB,2994,2011,5,TB,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,-2.0
2995&NE,2995,2011,5,NE,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0
2995&NYJ,2995,2011,5,NYJ,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.0
2996&SD,2996,2011,5,SD,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.0
2996&DEN,2996,2011,5,DEN,4.0,0,0,1,1,1,0,0,0,0,0,0,1,0,13.0
2997&GB,2997,2011,5,GB,1.0,0,0,2,0,0,0,0,0,0,1,0,0,0,6.0
2997&ATL,2997,2011,5,ATL,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.0
2998&CHI,2998,2011,5,CHI,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0
2998&DET,2998,2011,5,DET,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0
2999&CAR,2999,2011,6,CAR,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2999&ATL,2999,2011,6,ATL,1.0,0,0,3,0,0,0,0,0,0,1,0,0,0,8.0
3000&SF,3000,2011,6,SF,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,10.0
3000&DET,3000,2011,6,DET,2.0,0,0,1,1,0,0,0,0,0,0,1,0,0,6.0
3001&IND,3001,2011,6,IND,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
3001&CIN,3001,2011,6,CIN,1.0,0,1,1,2,1,0,0,0,0,1,0,0,0,17.0
3002&WAS,3002,2011,6,WAS,2.0,0,0,2,0,0,0,0,0,0,1,0,0,0,7.0
3002&PHI,3002,2011,6,PHI,2.0,0,0,4,0,0,0,0,0,1,0,0,0,0,14.0
3003&GB,3003,2011,6,GB,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,12.0
3003&STL,3003,2011,6,STL,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0
3004&PIT,3004,2011,6,PIT,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.0
3004&JAC,3004,2011,6,JAC,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
3005&BUF,3005,2011,6,BUF,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0
3005&NYG,3005,2011,6,NYG,3.0,0,0,2,0,0,0,0,0,0,0,1,0,0,7.0
3006&CLE,3006,2011,6,CLE,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0
3006&OAK,3006,2011,6,OAK,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0
3007&BAL,3007,2011,6,BAL,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0
3007&HOU,3007,2011,6,HOU,2.0,0,0,1,1,0,0,0,0,0,0,0,1,0,5.0
3008&NO,3008,2011,6,NO,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
3008&TB,3008,2011,6,TB,0.0,0,0,3,1,0,0,0,0,0,1,0,0,0,9.0
3009&NE,3009,2011,6,NE,2.0,0,0,1,1,0,0,0,0,0,1,0,0,0,7.0
3009&DAL,3009,2011,6,DAL,3.0,0,0,2,1,0,0,0,0,0,1,0,0,0,10.0
3010&CHI,3010,2011,6,CHI,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.0
3010&MIN,3010,2011,6,MIN,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.0
3011&MIA,3011,2011,6,MIA,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0
3011&NYJ,3011,2011,6,NYJ,4.0,0,0,2,1,1,0,0,1,0,0,0,0,0,23.0
3012&SD,3012,2011,7,SD,2.0,0,0,1,1,1,0,0,0,0,0,1,0,0,12.0
3012&NYJ,3012,2011,7,NYJ,1.0,0,0,2,0,0,0,0,0,0,0,1,0,0,5.0
3013&CLE,3013,2011,7,CLE,3.0,0,0,1,1,0,0,0,1,0,0,0,0,0,14.0
3013&SEA,3013,2011,7,SEA,4.0,0,2,1,0,0,0,0,1,0,0,0,0,0,19.0
3014&ATL,3014,2011,7,ATL,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
3014&DET,3014,2011,7,DET,3.0,0,0,2,0,0,0,0,0,0,0,1,0,0,7.0
3015&WAS,3015,2011,7,WAS,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
3015&CAR,3015,2011,7,CAR,3.0,0,0,1,2,0,0,0,0,0,1,0,0,0,10.0
3016&TB,3016,2011,7,TB,2.0,1,0,2,0,0,0,0,0,0,0,1,0,0,10.0
3016&CHI,3016,2011,7,CHI,1.0,0,0,4,0,0,0,0,0,0,1,0,0,0,10.0
3017&DEN,3017,2011,7,DEN,4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,7.0
3017&MIA,3017,2011,7,MIA,6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,9.0
3018&TEN,3018,2011,7,TEN,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.0
3018&HOU,3018,2011,7,HOU,2.0,0,0,2,0,1,0,0,0,1,0,0,0,0,16.0
3019&PIT,3019,2011,7,PIT,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.0
3019&ARI,3019,2011,7,ARI,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
3020&KC,3020,2011,7,KC,1.0,0,0,6,0,2,0,1,0,0,0,0,0,0,35.0
3020&OAK,3020,2011,7,OAK,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,3.0
3021&GB,3021,2011,7,GB,2.0,0,0,2,0,0,0,0,0,0,0,1,0,0,6.0
3021&MIN,3021,2011,7,MIN,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
3022&DAL,3022,2011,7,DAL,1.0,0,0,1,1,0,0,0,0,1,0,0,0,0,9.0
3022&STL,3022,2011,7,STL,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.0
3023&NO,3023,2011,7,NO,1.0,0,0,1,2,1,0,0,0,1,0,0,0,0,17.0
3023&IND,3023,2011,7,IND,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0
3024&JAC,3024,2011,7,JAC,3.0,0,0,1,1,0,0,0,0,1,0,0,0,0,11.0
3024&BAL,3024,2011,7,BAL,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,10.0
3025&NO,3025,2011,8,NO,4.0,0,0,0,1,1,0,0,0,0,0,0,1,0,11.0
3025&STL,3025,2011,8,STL,6.0,0,1,2,0,1,0,0,0,0,0,1,0,0,19.0
3026&MIA,3026,2011,8,MIA,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
3026&NYG,3026,2011,8,NYG,5.0,0,0,1,0,0,0,0,0,0,1,0,0,0,8.0
3027&BAL,3027,2011,8,BAL,6.0,0,0,1,0,0,0,0,0,0,0,1,0,0,8.0
3027&ARI,3027,2011,8,ARI,3.0,0,0,1,1,0,1,0,0,0,0,0,1,0,12.0
3028&MIN,3028,2011,8,MIN,3.0,0,0,0,2,0,0,0,0,0,0,1,0,0,7.0
3028&CAR,3028,2011,8,CAR,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.0
3029&IND,3029,2011,8,IND,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0
3029&TEN,3029,2011,8,TEN,2.0,0,1,2,0,1,0,0,0,1,0,0,0,0,19.0
3030&JAC,3030,2011,8,JAC,2.0,0,0,0,2,0,0,0,0,0,0,1,0,0,6.0
3030&HOU,3030,2011,8,HOU,1.0,0,0,2,0,0,0,0,0,0,1,0,0,0,6.0
3031&DET,3031,2011,8,DET,7.0,0,0,1,2,2,0,0,0,1,0,0,0,0,29.0
3031&DEN,3031,2011,8,DEN,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0
3032&BUF,3032,2011,8,BUF,10.0,0,1,2,0,0,0,1,0,0,0,0,0,0,27.0
3032&WAS,3032,2011,8,WAS,2.0,0,0,1,1,0,0,0,0,0,0,1,0,0,6.0
3033&SEA,3033,2011,8,SEA,1.0,0,0,2,0,0,0,0,0,0,0,0,1,0,4.0
3033&CIN,3033,2011,8,CIN,4.0,0,0,1,1,1,0,0,0,1,0,0,0,0,18.0
3034&SF,3034,2011,8,SF,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,12.0
3034&CLE,3034,2011,8,CLE,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
3035&NE,3035,2011,8,NE,5.0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.0
3035&PIT,3035,2011,8,PIT,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
3036&DAL,3036,2011,8,DAL,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
3036&PHI,3036,2011,8,PHI,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,10.0
3037&KC,3037,2011,8,KC,3.0,0,0,2,2,0,0,0,0,0,1,0,0,0,12.0
3037&SD,3037,2011,8,SD,3.0,0,0,2,2,0,0,0,0,0,0,1,0,0,11.0
3038&MIA,3038,2011,9,MIA,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.0
3038&KC,3038,2011,9,KC,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0
3039&NO,3039,2011,9,NO,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
3039&TB,3039,2011,9,TB,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.0
3040&IND,3040,2011,9,IND,1.0,0,0,1,0,1,0,0,0,0,0,0,1,0,8.0
3040&ATL,3040,2011,9,ATL,2.0,0,0,1,1,0,0,0,0,1,0,0,0,0,10.0
3041&HOU,3041,2011,9,HOU,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,12.0
3041&CLE,3041,2011,9,CLE,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0
3042&NYJ,3042,2011,9,NYJ,0.0,0,0,2,1,0,0,0,0,1,0,0,0,0,10.0
3042&BUF,3042,2011,9,BUF,1.0,0,0,1,1,0,0,0,0,0,0,1,0,0,5.0
3043&SF,3043,2011,9,SF,2.0,0,0,1,2,0,0,0,0,1,0,0,0,0,12.0
3043&WAS,3043,2011,9,WAS,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0
3044&SEA,3044,2011,9,SEA,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0
3044&DAL,3044,2011,9,DAL,1.0,0,1,3,0,0,0,0,0,1,0,0,0,0,14.0
3045&CIN,3045,2011,9,CIN,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0
3045&TEN,3045,2011,9,TEN,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
3046&DEN,3046,2011,9,DEN,2.0,0,0,3,0,0,0,0,0,0,0,1,0,0,8.0
3046&OAK,3046,2011,9,OAK,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0
3047&NE,3047,2011,9,NE,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,4.0
3047&NYG,3047,2011,9,NYG,2.0,0,0,2,2,0,0,0,0,0,1,0,0,0,11.0
3048&ARI,3048,2011,9,ARI,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,19.0
3048&STL,3048,2011,9,STL,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,8.0
3049&GB,3049,2011,9,GB,2.0,0,0,3,0,2,0,0,0,0,0,0,0,1,16.0
3049&SD,3049,2011,9,SD,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3050&PIT,3050,2011,9,PIT,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,5.0
3050&BAL,3050,2011,9,BAL,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,6.0
3051&PHI,3051,2011,9,PHI,0.0,0,0,0,2,1,0,0,0,0,0,0,1,0,9.0
3051&CHI,3051,2011,9,CHI,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0
